x,y,z
-0.29763999581337,0.356580018997192,-0.257180005311966
-0.298900008201599,0.346359997987747,-0.255360007286072
-0.298200011253357,0.339780002832413,-0.258300006389618
-0.294840008020401,0.32914000749588,-0.251300007104874
-0.295960009098053,0.309960007667542,-0.245140001177788
-0.297360002994537,0.299740016460419,-0.251020014286041
-0.293720006942749,0.278320014476776,-0.242480009794235
-0.283920019865036,0.259279996156693,-0.246820002794266
-0.287000000476837,0.238980010151863,-0.246400013566017
-0.277759999036789,0.208039999008179,-0.250459998846054
-0.272579997777939,0.183820009231567,-0.260680019855499
-0.266979992389679,0.151480004191399,-0.27020001411438
-0.266420006752014,0.121660001575947,-0.284759998321533
-0.261380016803741,0.0953400060534477,-0.296519994735718
-0.252420008182526,0.0590800009667873,-0.324100017547607
-0.252840012311935,0.0277200005948544,-0.3507000207901
-0.248780012130737,-0.00406000018119812,-0.375340014696121
-0.245280012488365,-0.03108000010252,-0.41006001830101
-0.251720011234283,-0.0541799999773502,-0.454020023345947
-0.244300007820129,-0.0767199993133545,-0.508060038089752
-0.246540009975433,-0.0908600017428398,-0.543480038642883
-0.236040011048317,-0.107380002737045,-0.581979990005493
-0.238420009613037,-0.117460004985332,-0.638680040836334
-0.237440004944801,-0.116480000317097,-0.68095999956131
-0.230020001530647,-0.110880002379417,-0.762580037117004
-0.224140003323555,-0.0957600027322769,-0.806400001049042
-0.221760004758835,-0.0862400010228157,-0.836220026016235
-0.218680009245872,-0.0683199986815453,-0.884519994258881
-0.212520003318787,-0.0476000010967255,-0.925960004329681
-0.214900001883507,-0.0175000000745058,-0.969500005245209
-0.211400002241135,0.0114799998700619,-1.00296008586884
-0.209440007805824,0.0413000024855137,-1.01864004135132
-0.20440000295639,0.0747600048780441,-1.042720079422
-0.203700006008148,0.113120004534721,-1.06904006004333
-0.20006000995636,0.148259997367859,-1.08723998069763
-0.200620010495186,0.21042001247406,-1.09927999973297
-0.201320007443428,0.248920008540154,-1.10460007190704
-0.197820007801056,0.284060001373291,-1.10110008716583
-0.204960003495216,0.329280018806458,-1.10067999362946
-0.211120009422302,0.375340014696121,-1.09060001373291
-0.208880007266998,0.416640013456345,-1.07099997997284
-0.215460002422333,0.448000013828278,-1.04650008678436
-0.225820004940033,0.485100001096725,-1.02130007743835
-0.226100012660027,0.507780015468597,-1.02172005176544
-0.228480011224747,0.529060006141663,-1.00170004367828
-0.234780013561249,0.555519998073578,-0.967400014400482
-0.239959999918938,0.566860020160675,-0.952140033245087
-0.243040010333061,0.577639997005463,-0.933380007743835
-0.253680020570755,0.588420033454895,-0.915040016174316
-0.259560018777847,0.594860017299652,-0.902160048484802
-0.266840010881424,0.607460021972656,-0.885500013828278
-0.265579998493195,0.605500042438507,-0.872900009155273
-0.269080013036728,0.61515998840332,-0.864500045776367
-0.266699999570847,0.619920015335083,-0.857500016689301
-0.266699999570847,0.623279988765717,-0.838740050792694
-0.268380016088486,0.623000025749207,-0.850639998912811
-0.262919992208481,0.619080007076263,-0.842240035533905
-0.256480008363724,0.618939995765686,-0.848960041999817
-0.245420008897781,0.617260038852692,-0.856380045413971
-0.243740007281303,0.61488002538681,-0.878080010414124
-0.232820004224777,0.607600033283234,-0.880320012569427
-0.225680008530617,0.586600005626678,-0.920080006122589
-0.216159999370575,0.569660007953644,-0.935200035572052
-0.203700006008148,0.553560018539429,-0.959000051021576
-0.19684000313282,0.522620022296906,-0.994140028953552
-0.181020006537437,0.501060009002686,-1.01318001747131
-0.170100003480911,0.451920002698898,-1.04706001281738
-0.154700011014938,0.41482001543045,-1.05560004711151
-0.146999999880791,0.37814000248909,-1.07142007350922
-0.13510000705719,0.33516001701355,-1.07827997207642
-0.119000002741814,0.287000000476837,-1.08248007297516
-0.112980000674725,0.234780013561249,-1.07842004299164
-0.101500004529953,0.189000010490417,-1.0663800239563
-0.0954800024628639,0.154420003294945,-1.05868005752563
-0.0933800041675568,0.11676000058651,-1.03558003902435
-0.0891800001263618,0.0861000046133995,-1.0135999917984
-0.0879200026392937,0.0579599998891354,-0.988680005073547
-0.0863800048828125,0.0247800014913082,-0.963760018348694
-0.0868000015616417,0.00630000000819564,-0.94486004114151
-0.093520000576973,-0.0124599998816848,-0.932260036468506
-0.094080001115799,-0.0235200002789497,-0.914340019226074
-0.099260002374649,-0.0393400005996227,-0.905100047588348
-0.109060004353523,-0.047740001231432,-0.886340022087097
-0.105560004711151,-0.0544600002467632,-0.880879998207092
-0.106540001928806,-0.0550200007855892,-0.867579996585846
-0.103739999234676,-0.0635600015521049,-0.861840009689331
-0.107799999415874,-0.0646800026297569,-0.855960011482239
-0.102620005607605,-0.0648199990391731,-0.845180034637451
-0.103460006415844,-0.0655200034379959,-0.849800050258636
-0.0956199988722801,-0.0644000023603439,-0.840979993343353
-0.0884800031781197,-0.0606200024485588,-0.844060003757477
-0.0802199989557266,-0.0579599998891354,-0.840700030326843
-0.0744800046086311,-0.0561400018632412,-0.839300036430359
-0.0691599994897842,-0.053480003029108,-0.834120035171509
-0.0574000030755997,-0.0508200004696846,-0.830900013446808
-0.0481600016355515,-0.0457800030708313,-0.828660011291504
-0.0389200001955032,-0.0449400022625923,-0.818859994411469
-0.0298200007528067,-0.0404600016772747,-0.806680023670197
-0.0235200002789497,-0.0422799997031689,-0.79422003030777
-0.0144200008362532,-0.0424199998378754,-0.787080049514771
-0.00798000022768974,-0.0348600000143051,-0.771960020065308
0.00504000019282103,-0.0376600027084351,-0.754600048065186
0.00686000008136034,-0.0317800007760525,-0.741580009460449
0.0109200002625585,-0.0305200014263391,-0.716660022735596
0.0154000008478761,-0.0301000010222197,-0.703500032424927
0.0159600004553795,-0.0296800006181002,-0.691740036010742
0.0180600006133318,-0.026740001514554,-0.671720027923584
0.01554000005126,-0.0254800003021955,-0.653519988059998
0.0114799998700619,-0.0238000005483627,-0.628740012645721
0.0106399999931455,-0.0291200000792742,-0.608579993247986
0.00462000025436282,-0.0299600008875132,-0.602840006351471
0.00112000002991408,-0.0333200022578239,-0.589820027351379
-0.00588000006973743,-0.0302400011569262,-0.575399994850159
-0.0173599999397993,-0.0280000008642673,-0.554120004177094
-0.0253400001674891,-0.0282800011336803,-0.548240005970001
-0.0288400016725063,-0.0250599998980761,-0.536620020866394
-0.0376600027084351,-0.0303800012916327,-0.521080017089844
-0.047740001231432,-0.0358400009572506,-0.507499992847443
-0.053480003029108,-0.0355600006878376,-0.49770000576973
-0.0697200000286102,-0.0338799990713596,-0.490000009536743
-0.0847000032663345,-0.0417200028896332,-0.489160001277924
-0.0953400060534477,-0.0411600023508072,-0.488880008459091
-0.101080000400543,-0.0455000028014183,-0.483280003070831
-0.105000004172325,-0.0498399995267391,-0.475300014019012
-0.114100001752377,-0.0548800006508827,-0.479080021381378
-0.114240005612373,-0.0525000020861626,-0.47418001294136
-0.116900004446507,-0.0548800006508827,-0.48020002245903
-0.117740005254745,-0.0561400018632412,-0.488040000200272
-0.11438000202179,-0.0522200018167496,-0.493080019950867
-0.115639999508858,-0.0571200028061867,-0.492800027132034
-0.10360000282526,-0.0603400021791458,-0.504000008106232
-0.0954800024628639,-0.0569800026714802,-0.511700034141541
-0.0868000015616417,-0.0569800026714802,-0.520240008831024
