x,y,z
-0.1878750,0.1636875,-0.4575000
-0.1882500,0.1640625,-0.4569375
-0.1886250,0.1642500,-0.4569375
-0.1888125,0.1638750,-0.4571250
-0.1891875,0.1635000,-0.4569375
-0.1891875,0.1627500,-0.4573125
-0.1910625,0.1636875,-0.4576875
-0.1923750,0.1644375,-0.4576875
-0.1925625,0.1648125,-0.4575000
-0.1923750,0.1648125,-0.4590000
-0.1921875,0.1651875,-0.4593750
-0.1918125,0.1650000,-0.4595625
-0.1920000,0.1648125,-0.4586250
-0.1916250,0.1648125,-0.4586250
-0.1903125,0.1646250,-0.4582500
-0.1897500,0.1640625,-0.4575000
-0.1897500,0.1638750,-0.4575000
-0.1899375,0.1640625,-0.4550625
-0.1901250,0.1638750,-0.4552500
-0.1906875,0.1638750,-0.4545000
-0.1906875,0.1638750,-0.4545000
-0.1908750,0.1640625,-0.4545000
-0.1905000,0.1636875,-0.4545000
-0.1901250,0.1633125,-0.4552500
-0.1901250,0.1636875,-0.4552500
-0.1897500,0.1629375,-0.4565625
-0.1897500,0.1625625,-0.4561875
-0.1897500,0.1625625,-0.4554375
-0.1899375,0.1627500,-0.4552500
-0.1901250,0.1625625,-0.4550625
-0.1905000,0.1625625,-0.4563750
-0.1912500,0.1625625,-0.4558125
-0.1914375,0.1625625,-0.4569375
-0.1921875,0.1627500,-0.4567500
-0.1925625,0.1625625,-0.4575000
-0.1923750,0.1625625,-0.4580625
-0.1923750,0.1627500,-0.4578750
-0.1927500,0.1633125,-0.4580625
-0.1927500,0.1633125,-0.4556250
-0.1925625,0.1631250,-0.4556250
-0.1927500,0.1627500,-0.4545000
-0.1921875,0.1625625,-0.4531875
-0.1920000,0.1635000,-0.4526250
-0.1918125,0.1642500,-0.4528125
-0.1918125,0.1642500,-0.4537500
-0.1918125,0.1633125,-0.4537500
-0.1920000,0.1629375,-0.4554375
-0.1918125,0.1629375,-0.4545000
-0.1920000,0.1636875,-0.4537500
-0.1929375,0.1642500,-0.4541250
-0.1933125,0.1642500,-0.4543125
-0.1933125,0.1636875,-0.4535625
-0.1933125,0.1638750,-0.4533750
-0.1933125,0.1653750,-0.4535625
-0.1935000,0.1659375,-0.4528125
-0.1944375,0.1668750,-0.4537500
-0.1944375,0.1670625,-0.4546875
-0.1944375,0.1668750,-0.4552500
-0.1948125,0.1665000,-0.4541250
-0.1953750,0.1666875,-0.4556250
-0.1955625,0.1663125,-0.4561875
-0.1957500,0.1657500,-0.4560000
-0.1959375,0.1661250,-0.4556250
-0.1961250,0.1655625,-0.4556250
-0.1963125,0.1657500,-0.4552500
-0.1959375,0.1665000,-0.4560000
-0.1957500,0.1665000,-0.4558125
-0.1959375,0.1668750,-0.4550625
-0.1957500,0.1676250,-0.4552500
-0.1957500,0.1681875,-0.4541250
-0.1951875,0.1680000,-0.4548750
-0.1946250,0.1678125,-0.4546875
-0.1942500,0.1678125,-0.4548750
-0.1948125,0.1676250,-0.4543125
-0.1944375,0.1676250,-0.4560000
-0.1940625,0.1674375,-0.4548750
-0.1944375,0.1674375,-0.4535625
-0.1948125,0.1670625,-0.4541250
-0.1955625,0.1670625,-0.4535625
-0.1959375,0.1674375,-0.4539375
-0.1963125,0.1672500,-0.4541250
-0.1961250,0.1674375,-0.4543125
-0.1961250,0.1680000,-0.4530000
-0.1961250,0.1680000,-0.4539375
-0.1963125,0.1681875,-0.4548750
-0.1961250,0.1680000,-0.4556250
-0.1961250,0.1680000,-0.4563750
-0.1961250,0.1681875,-0.4563750
-0.1981875,0.1683750,-0.4560000
-0.2006250,0.1691250,-0.4563750
-0.2006250,0.1695000,-0.4575000
-0.2011875,0.1695000,-0.4576875
-0.2013750,0.1695000,-0.4571250
-0.2015625,0.1696875,-0.4569375
-0.2015625,0.1696875,-0.4571250
-0.2015625,0.1695000,-0.4569375
-0.1996875,0.1693125,-0.4554375
-0.1972500,0.1685625,-0.4543125
-0.1970625,0.1683750,-0.4533750
-0.1966875,0.1687500,-0.4528125
-0.1966875,0.1691250,-0.4522500
-0.1965000,0.1693125,-0.4526250
-0.1968750,0.1695000,-0.4518750
-0.1966875,0.1695000,-0.4520625
-0.1965000,0.1695000,-0.4531875
-0.1965000,0.1689375,-0.4543125
-0.1966875,0.1693125,-0.4552500
-0.1970625,0.1691250,-0.4556250
-0.1968750,0.1687500,-0.4556250
-0.1970625,0.1687500,-0.4545000
-0.1968750,0.1689375,-0.4531875
-0.1974375,0.1693125,-0.4526250
-0.1978125,0.1700625,-0.4530000
-0.1981875,0.1706250,-0.4515000
-0.1985625,0.1706250,-0.4505625
-0.1985625,0.1704375,-0.4513125
-0.1983750,0.1708125,-0.4524375
-0.1983750,0.1711875,-0.4533750
-0.1980000,0.1708125,-0.4548750
-0.1978125,0.1704375,-0.4545000
-0.1978125,0.1704375,-0.4526250
-0.1976250,0.1698750,-0.4528125
-0.1976250,0.1702500,-0.4533750
-0.1981875,0.1706250,-0.4528125
-0.1991250,0.1704375,-0.4518750
-0.1991250,0.1700625,-0.4515000
-0.1995000,0.1704375,-0.4516875
-0.1998750,0.1706250,-0.4518750
-0.2000625,0.1704375,-0.4526250
-0.2000625,0.1706250,-0.4528125
-0.1996875,0.1698750,-0.4515000
-0.1991250,0.1698750,-0.4500000
-0.1983750,0.1700625,-0.4494375
-0.1981875,0.1700625,-0.4498125
-0.1987500,0.1706250,-0.4492500
-0.1985625,0.1710000,-0.4488750
-0.1980000,0.1711875,-0.4496250
-0.1981875,0.1711875,-0.4498125
-0.1983750,0.1710000,-0.4498125
-0.1987500,0.1710000,-0.4507500
-0.1991250,0.1711875,-0.4509375
-0.1989375,0.1711875,-0.4511250
-0.1983750,0.1704375,-0.4520625
-0.1983750,0.1698750,-0.4537500
-0.1989375,0.1700625,-0.4543125
-0.1987500,0.1706250,-0.4552500
-0.1991250,0.1715625,-0.4565625
-0.1991250,0.1719375,-0.4571250
-0.1991250,0.1713750,-0.4578750
-0.1995000,0.1713750,-0.4582500
-0.1996875,0.1711875,-0.4576875
-0.1998750,0.1715625,-0.4567500
-0.1996875,0.1711875,-0.4563750
-0.1995000,0.1708125,-0.4556250
-0.1991250,0.1704375,-0.4537500
-0.1993125,0.1700625,-0.4537500
-0.1993125,0.1710000,-0.4528125
-0.1987500,0.1711875,-0.4522500
-0.1987500,0.1717500,-0.4513125
-0.1991250,0.1725000,-0.4513125
-0.1987500,0.1721250,-0.4511250
-0.1983750,0.1728750,-0.4503750
-0.1981875,0.1726875,-0.4500000
-0.1976250,0.1728750,-0.4494375
-0.1974375,0.1726875,-0.4490625
-0.1978125,0.1726875,-0.4496250
-0.1989375,0.1728750,-0.4500000
-0.2004375,0.1723125,-0.4500000
-0.2004375,0.1730625,-0.4496250
-0.2008125,0.1728750,-0.4498125
-0.2017500,0.1728750,-0.4511250
-0.2025000,0.1730625,-0.4507500
-0.2026875,0.1728750,-0.4507500
-0.2025000,0.1726875,-0.4501875
-0.2017500,0.1725000,-0.4500000
-0.2000625,0.1725000,-0.4500000
-0.2000625,0.1721250,-0.4503750
-0.1996875,0.1726875,-0.4513125
-0.1996875,0.1725000,-0.4513125
-0.1995000,0.1719375,-0.4520625
-0.1998750,0.1723125,-0.4522500
-0.1996875,0.1723125,-0.4528125
-0.1993125,0.1726875,-0.4535625
-0.1991250,0.1728750,-0.4541250
-0.1993125,0.1730625,-0.4537500
-0.1996875,0.1726875,-0.4539375
-0.1989375,0.1730625,-0.4543125
-0.1991250,0.1736250,-0.4531875
-0.1989375,0.1734375,-0.4531875
-0.1991250,0.1740000,-0.4531875
-0.1993125,0.1740000,-0.4518750
-0.1993125,0.1740000,-0.4501875
-0.1991250,0.1741875,-0.4501875
-0.1993125,0.1743750,-0.4498125
-0.1996875,0.1743750,-0.4498125
-0.1996875,0.1736250,-0.4505625
-0.1996875,0.1728750,-0.4518750
-0.2000625,0.1723125,-0.4511250
-0.2004375,0.1721250,-0.4503750
-0.2004375,0.1721250,-0.4513125
-0.2006250,0.1719375,-0.4505625
-0.2004375,0.1711875,-0.4498125
-0.2000625,0.1711875,-0.4488750
-0.2000625,0.1717500,-0.4483125
-0.2004375,0.1717500,-0.4471875
-0.2002500,0.1715625,-0.4473750
-0.1996875,0.1713750,-0.4486875
-0.2000625,0.1711875,-0.4492500
-0.2000625,0.1713750,-0.4492500
-0.2002500,0.1717500,-0.4490625
-0.2004375,0.1715625,-0.4488750
-0.2006250,0.1710000,-0.4488750
-0.2000625,0.1710000,-0.4490625
-0.1998750,0.1710000,-0.4500000
-0.2004375,0.1710000,-0.4496250
-0.2004375,0.1710000,-0.4485000
-0.2002500,0.1708125,-0.4486875
-0.2000625,0.1704375,-0.4488750
-0.2000625,0.1704375,-0.4498125
-0.2000625,0.1708125,-0.4496250
-0.1996875,0.1710000,-0.4496250
-0.1998750,0.1708125,-0.4490625
-0.1998750,0.1708125,-0.4501875
-0.2002500,0.1706250,-0.4505625
-0.2004375,0.1704375,-0.4518750
-0.2010000,0.1708125,-0.4520625
-0.2013750,0.1708125,-0.4511250
-0.2013750,0.1704375,-0.4516875
-0.2017500,0.1706250,-0.4511250
-0.2017500,0.1713750,-0.4500000
-0.2015625,0.1717500,-0.4488750
-0.2011875,0.1715625,-0.4481250
-0.2010000,0.1717500,-0.4468125
-0.2004375,0.1717500,-0.4475625
-0.2019375,0.1728750,-0.4477500
-0.2026875,0.1734375,-0.4464375
-0.2032500,0.1736250,-0.4462500
-0.2034375,0.1732500,-0.4479375
-0.2036250,0.1730625,-0.4498125
-0.2040000,0.1730625,-0.4498125
-0.2040000,0.1730625,-0.4501875
-0.2041875,0.1738125,-0.4494375
-0.2025000,0.1728750,-0.4501875
-0.2019375,0.1725000,-0.4513125
-0.2017500,0.1721250,-0.4515000
-0.2019375,0.1719375,-0.4500000
-0.2025000,0.1717500,-0.4490625
-0.2025000,0.1715625,-0.4501875
-0.2026875,0.1710000,-0.4503750
-0.2026875,0.1700625,-0.4501875
-0.2025000,0.1698750,-0.4490625
-0.2023125,0.1698750,-0.4479375
-0.2019375,0.1702500,-0.4471875
-0.2015625,0.1700625,-0.4475625
-0.2008125,0.1700625,-0.4477500
-0.2008125,0.1704375,-0.4462500
-0.2004375,0.1708125,-0.4451250
-0.2006250,0.1710000,-0.4455000
-0.2006250,0.1715625,-0.4458750
-0.2006250,0.1715625,-0.4468125
-0.2010000,0.1713750,-0.4468125
-0.2013750,0.1713750,-0.4462500
-0.2019375,0.1719375,-0.4460625
-0.2019375,0.1721250,-0.4471875
-0.2023125,0.1721250,-0.4477500
-0.2021250,0.1721250,-0.4479375
-0.2023125,0.1713750,-0.4471875
-0.2025000,0.1708125,-0.4458750
-0.2021250,0.1713750,-0.4473750
-0.2019375,0.1711875,-0.4475625
-0.2015625,0.1708125,-0.4468125
-0.2015625,0.1702500,-0.4456875
-0.2015625,0.1700625,-0.4468125
-0.2019375,0.1700625,-0.4462500
-0.2023125,0.1702500,-0.4468125
-0.2023125,0.1702500,-0.4475625
-0.2023125,0.1696875,-0.4477500
-0.2021250,0.1696875,-0.4485000
-0.2026875,0.1689375,-0.4488750
-0.2028750,0.1691250,-0.4492500
-0.2030625,0.1691250,-0.4477500
-0.2030625,0.1687500,-0.4479375
-0.2030625,0.1681875,-0.4481250
-0.2025000,0.1683750,-0.4481250
-0.2026875,0.1685625,-0.4464375
-0.2030625,0.1687500,-0.4456875
-0.2028750,0.1693125,-0.4464375
-0.2028750,0.1691250,-0.4471875
-0.2025000,0.1687500,-0.4471875
-0.2021250,0.1689375,-0.4471875
-0.2023125,0.1689375,-0.4477500
-0.2028750,0.1685625,-0.4485000
-0.2026875,0.1683750,-0.4501875
-0.2021250,0.1687500,-0.4505625
-0.2021250,0.1683750,-0.4509375
-0.2019375,0.1685625,-0.4503750
-0.2026875,0.1689375,-0.4511250
-0.2047500,0.1693125,-0.4515000
-0.2043750,0.1695000,-0.4511250
-0.2043750,0.1698750,-0.4513125
-0.2043750,0.1698750,-0.4503750
-0.2049375,0.1698750,-0.4507500
-0.2053125,0.1700625,-0.4500000
-0.2053125,0.1702500,-0.4496250
-0.2047500,0.1702500,-0.4481250
-0.2028750,0.1700625,-0.4477500
-0.2032500,0.1708125,-0.4481250
-0.2032500,0.1711875,-0.4483125
-0.2032500,0.1717500,-0.4479375
-0.2026875,0.1719375,-0.4479375
-0.2023125,0.1715625,-0.4477500
-0.2023125,0.1723125,-0.4481250
-0.2017500,0.1719375,-0.4486875
-0.2013750,0.1715625,-0.4486875
-0.2013750,0.1711875,-0.4483125
-0.2013750,0.1708125,-0.4477500
-0.2013750,0.1704375,-0.4477500
-0.2021250,0.1702500,-0.4458750
-0.2025000,0.1706250,-0.4447500
-0.2028750,0.1702500,-0.4447500
-0.2036250,0.1704375,-0.4449375
-0.2036250,0.1708125,-0.4449375
-0.2032500,0.1708125,-0.4447500
-0.2028750,0.1708125,-0.4447500
-0.2028750,0.1706250,-0.4460625
-0.2028750,0.1706250,-0.4485000
-0.2023125,0.1704375,-0.4494375
-0.2017500,0.1702500,-0.4496250
-0.2015625,0.1702500,-0.4486875
-0.2013750,0.1700625,-0.4486875
-0.2013750,0.1702500,-0.4477500
-0.2021250,0.1702500,-0.4479375
-0.2023125,0.1704375,-0.4468125
-0.2026875,0.1704375,-0.4460625
-0.2030625,0.1708125,-0.4462500
-0.2030625,0.1710000,-0.4460625
-0.2030625,0.1711875,-0.4470000
-0.2034375,0.1713750,-0.4466250
-0.2036250,0.1715625,-0.4470000
-0.2028750,0.1717500,-0.4460625
-0.2025000,0.1715625,-0.4466250
-0.2021250,0.1713750,-0.4468125
-0.2015625,0.1713750,-0.4473750
-0.2017500,0.1717500,-0.4481250
-0.2021250,0.1715625,-0.4492500
-0.2019375,0.1710000,-0.4498125
-0.2017500,0.1708125,-0.4501875
-0.2017500,0.1708125,-0.4511250
-0.2021250,0.1713750,-0.4520625
-0.2023125,0.1715625,-0.4511250
-0.2019375,0.1713750,-0.4509375
-0.2021250,0.1713750,-0.4503750
-0.2011875,0.1717500,-0.4503750
-0.2011875,0.1723125,-0.4511250
-0.2017500,0.1732500,-0.4513125
-0.2023125,0.1734375,-0.4498125
-0.2026875,0.1734375,-0.4477500
-0.2026875,0.1736250,-0.4477500
-0.2030625,0.1740000,-0.4464375
-0.2034375,0.1741875,-0.4453125
-0.2043750,0.1743750,-0.4441875
-0.2043750,0.1747500,-0.4426875
-0.2043750,0.1745625,-0.4423125
-0.2041875,0.1745625,-0.4428750
-0.2040000,0.1753125,-0.4430625
-0.2041875,0.1762500,-0.4428750
-0.2043750,0.1768125,-0.4432500
-0.2041875,0.1771875,-0.4434375
-0.2043750,0.1775625,-0.4430625
-0.2051250,0.1773750,-0.4425000
-0.2056875,0.1775625,-0.4426875
-0.2064375,0.1777500,-0.4425000
-0.2062500,0.1773750,-0.4430625
-0.2064375,0.1770000,-0.4426875
-0.2062500,0.1764375,-0.4425000
-0.2064375,0.1764375,-0.4415625
-0.2068125,0.1762500,-0.4415625
-0.2064375,0.1762500,-0.4432500
-0.2056875,0.1762500,-0.4434375
-0.2053125,0.1758750,-0.4436250
-0.2055000,0.1756875,-0.4425000
-0.2055000,0.1755000,-0.4428750
-0.2058750,0.1755000,-0.4436250
-0.2058750,0.1751250,-0.4445625
-0.2055000,0.1751250,-0.4451250
-0.2053125,0.1749375,-0.4438125
-0.2058750,0.1749375,-0.4434375
-0.2056875,0.1755000,-0.4440000
-0.2055000,0.1758750,-0.4451250
-0.2053125,0.1758750,-0.4449375
-0.2049375,0.1758750,-0.4440000
-0.2045625,0.1760625,-0.4443750
-0.2047500,0.1766250,-0.4445625
-0.2049375,0.1770000,-0.4447500
-0.2051250,0.1770000,-0.4455000
-0.2051250,0.1770000,-0.4447500
-0.2055000,0.1770000,-0.4453125
-0.2056875,0.1768125,-0.4462500
-0.2064375,0.1773750,-0.4464375
-0.2066250,0.1773750,-0.4460625
-0.2066250,0.1771875,-0.4453125
-0.2066250,0.1770000,-0.4456875
-0.2068125,0.1768125,-0.4460625
-0.2070000,0.1764375,-0.4470000
-0.2068125,0.1766250,-0.4471875
-0.2068125,0.1768125,-0.4468125
-0.2064375,0.1760625,-0.4471875
-0.2060625,0.1758750,-0.4473750
-0.2060625,0.1755000,-0.4479375
-0.2056875,0.1755000,-0.4477500
-0.2053125,0.1756875,-0.4471875
-0.2062500,0.1760625,-0.4456875
-0.2058750,0.1756875,-0.4438125
-0.2060625,0.1756875,-0.4423125
-0.2056875,0.1762500,-0.4419375
-0.2056875,0.1768125,-0.4413750
-0.2056875,0.1771875,-0.4404375
-0.2056875,0.1770000,-0.4404375
-0.2060625,0.1770000,-0.4406250
-0.2051250,0.1768125,-0.4410000
-0.2053125,0.1771875,-0.4417500
-0.2064375,0.1775625,-0.4425000
-0.2085000,0.1775625,-0.4421250
-0.2086875,0.1775625,-0.4425000
-0.2094375,0.1771875,-0.4421250
-0.2098125,0.1770000,-0.4408125
-0.2100000,0.1771875,-0.4395000
-0.2103750,0.1773750,-0.4391250
-0.2105625,0.1773750,-0.4396875
-0.2096250,0.1770000,-0.4395000
-0.2075625,0.1764375,-0.4393125
-0.2077500,0.1764375,-0.4396875
-0.2071875,0.1773750,-0.4389375
-0.2071875,0.1779375,-0.4400625
-0.2068125,0.1777500,-0.4408125
-0.2073750,0.1777500,-0.4410000
-0.2075625,0.1777500,-0.4391250
-0.2077500,0.1777500,-0.4387500
-0.2081250,0.1779375,-0.4391250
-0.2085000,0.1783125,-0.4387500
-0.2090625,0.1777500,-0.4411875
-0.2090625,0.1775625,-0.4417500
-0.2094375,0.1773750,-0.4417500
-0.2088750,0.1775625,-0.4417500
-0.2083125,0.1775625,-0.4432500
-0.2077500,0.1777500,-0.4438125
-0.2077500,0.1777500,-0.4436250
-0.2077500,0.1777500,-0.4436250
-0.2071875,0.1779375,-0.4423125
-0.2068125,0.1781250,-0.4419375
-0.2068125,0.1781250,-0.4425000
-0.2066250,0.1781250,-0.4432500
-0.2066250,0.1777500,-0.4436250
-0.2066250,0.1779375,-0.4421250
-0.2068125,0.1785000,-0.4421250
-0.2066250,0.1783125,-0.4413750
-0.2068125,0.1785000,-0.4410000
-0.2066250,0.1781250,-0.4395000
-0.2062500,0.1781250,-0.4391250
-0.2058750,0.1781250,-0.4387500
-0.2060625,0.1785000,-0.4385625
-0.2062500,0.1785000,-0.4398750
-0.2066250,0.1777500,-0.4400625
-0.2070000,0.1777500,-0.4402500
-0.2077500,0.1773750,-0.4406250
-0.2081250,0.1777500,-0.4423125
-0.2083125,0.1777500,-0.4428750
-0.2086875,0.1777500,-0.4421250
-0.2092500,0.1775625,-0.4413750
-0.2098125,0.1775625,-0.4417500
-0.2096250,0.1779375,-0.4419375
-0.2092500,0.1779375,-0.4415625
-0.2085000,0.1777500,-0.4417500
-0.2081250,0.1771875,-0.4404375
-0.2085000,0.1777500,-0.4406250
-0.2083125,0.1771875,-0.4415625
-0.2079375,0.1770000,-0.4419375
-0.2075625,0.1770000,-0.4415625
-0.2071875,0.1775625,-0.4421250
-0.2068125,0.1785000,-0.4440000
-0.2062500,0.1786875,-0.4449375
-0.2055000,0.1792500,-0.4468125
-0.2038125,0.1788750,-0.4462500
-0.2023125,0.1794375,-0.4464375
-0.1996875,0.1794375,-0.4471875
-0.1961250,0.1792500,-0.4494375
